School_Year,OPT_Code,Is_OPT_Num,OPT_Clean,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs
2015-2016,21703,TRUE,21703,SHAARE TORAH ELEM.,Yeshiva,School,1680 CONEY ISLAND AVENUE,Brooklyn,NY,11230,-73.963716,40.616475,Yes,No,Yes,Yes,Yes,No,No
2015-2016,21707,TRUE,21707,BAIS YAAKOU D'CHASIDEI GUR,Yeshiva,School,1975 51 STREET,Brooklyn,NY,11204,-73.977886,40.624713,No,No,Yes,Yes,Yes,No,No
2015-2016,21711,TRUE,21711,P811K @ I281K,Public,School,8787 24 Avenue,Brooklyn,NY,11214,-73.993374,40.595295,Yes,No,No,No,No,No,No
2015-2016,21712,TRUE,21712,TORAH ACADEMY HS,Yeshiva,School,2066 EAST 9 STREET,Brooklyn,NY,11223,-73.962377,40.599052,No,No,Yes,No,No,No,No
2015-2016,21720,TRUE,21720,YESHIVA KARLIN STOLIN,Yeshiva,School,1818 54TH STREET,Brooklyn,NY,11204,-73.98343,40.625112,No,Yes,Yes,Yes,No,No,No
2015-2016,21723,TRUE,21723,MAGEN DAVID YESHIVA ELEM,Yeshiva,School,2130 McDonald Ave,Brooklyn,NY,11223,-73.972841,40.600614,Yes,Yes,Yes,Yes,No,No,Yes
2015-2016,21724,TRUE,21724,YESHIVA RABBI CHAIM BERLIN,Yeshiva,School,1310 AVENUE I,Brooklyn,NY,11230,-73.963482,40.627305,Yes,No,Yes,Yes,Yes,No,No
2015-2016,21725,TRUE,21725,MIRRER YESHIVA EDUC. INST,Yeshiva,School,1791 OCEAN PARKWAY,Brooklyn,NY,11223,-73.966478,40.605114,Yes,Yes,Yes,Yes,No,No,No
2015-2016,21727,TRUE,21727,OUR LADY OF GRACE SCH,Parochial,School,385 AVENUE W,Brooklyn,NY,11223,-73.968653,40.592969,No,Yes,Yes,No,Yes,No,No
2015-2016,21728,TRUE,21728,LIBERATION DIPLOMA PLUS HS,Public,School,2865 WEST 19 STREET,Brooklyn,NY,11224,-73.985901,40.577448,No,No,Yes,No,No,No,No
2015-2016,21730,TRUE,21730,ST ATHANASIUS SCHOOL,Parochial,School,6120 BAY PARKWAY,Brooklyn,NY,11204,-73.979313,40.616016,No,Yes,Yes,No,Yes,No,No
2015-2016,21733,TRUE,21733,ST MARY MOTHER OF JESUS,Parochial,School,8401 23RD AVENUE,Brooklyn,NY,11214,-73.990389,40.601607,No,Yes,Yes,No,Yes,No,No
2015-2016,21735,TRUE,21735,YESHIVA OF BROOKLYN BOYS,Yeshiva,School,1200 OCEAN PARKWAY,Brooklyn,NY,11230,-73.969969,40.619517,Yes,Yes,Yes,No,Yes,No,Yes
2015-2016,21736,TRUE,21736,IMAGINE ACADEMY,Nonsectarian,School,1458 East 14TH STREET,Brooklyn,NY,11230,-73.960343,40.614042,Yes,No,No,No,No,No,No
2015-2016,21740,TRUE,21740,YESHIVA OF BROOKLYN,Yeshiva,School,1470 OCEAN PKWY,Brooklyn,NY,11230,-73.968725,40.612916,No,Yes,Yes,No,Yes,No,Yes
2015-2016,21741,TRUE,21741,YESHIVA OF BELLE HARBOR,Yeshiva,School,1649 EAST 13TH STREET,Brooklyn,NY,11229,-73.960134,40.60915,Yes,Yes,Yes,No,Yes,No,No
2015-2016,21744,TRUE,21744,CONEY ISLAND PREP CHARTER SCH.,Charter,School,501 WEST AVENUE,Brooklyn,NY,11224,-73.973022,40.582516,Yes,No,Yes,No,No,No,No
2015-2016,21745,TRUE,21745,CONEY ISLAND PREP HS,Charter,School,294 AVENUE T,Brooklyn,NY,11223,-73.974275,40.599077,No,No,Yes,No,No,No,No
2015-2016,21746,TRUE,21746,CONEY ISLAND PREP ELEM,Charter,School,8787 24TH AVENUE,Brooklyn,NY,11214,-73.993374,40.595295,Yes,Yes,Yes,No,No,No,No
2015-2016,21756,TRUE,21756,SHULAMITH H.S.,Yeshiva,School,60 WEST END AVENUE,Brooklyn,NY,11230,-73.953671,40.580404,No,No,Yes,No,Yes,No,No
2015-2016,21760,TRUE,21760,BAIS YAAKOV ACAD & ELM,Yeshiva,School,1213 ELM AVENUE,Brooklyn,NY,11230,-73.962502,40.617056,Yes,Yes,Yes,No,Yes,No,Yes
2015-2016,21764,TRUE,21764,P721K @ STS JOACHIM & ANNE CTR,Public,School,2720 SURF AVENUE,Brooklyn,NY,11224,-73.993054,40.573062,Yes,No,No,No,Yes,No,No
2015-2016,21765,TRUE,21765,YESHIVA OF BROOKLYN GIRLS H.S.,Yeshiva,School,1464 OCEAN PARKWAY,Brooklyn,NY,11230,-73.968748,40.613034,Yes,No,Yes,No,Yes,No,No
2015-2016,21770,TRUE,21770,B'NOS ISRAEL OF EAST FLATBUSH,Yeshiva,School,1629 EAST 15 STREET,Brooklyn,NY,11229,-73.958349,40.609704,No,Yes,Yes,No,Yes,No,Yes
2015-2016,21771,TRUE,21771,MAGEN DAVID YESHIVA,Yeshiva,School,7801 BAY PARKWAY,Brooklyn,NY,11214,-73.98913,40.60632,No,No,Yes,No,No,No,No
2015-2016,21772,TRUE,21772,SUCCESS ACAD SCH-BENSONHURST,Charter,School,99 AVENUE P,Brooklyn,NY,11204,-73.984679,40.607615,No,Yes,Yes,No,Yes,No,No
2015-2016,21777,TRUE,21777,REACH FOR THE STARS LRNG CTR,Yeshiva,School,1523 AVENUE M,Brooklyn,NY,11230,-73.959445,40.618153,Yes,No,Yes,No,Yes,No,No
2015-2016,21778,TRUE,21778,YESHIVAT ORHATORAH,Yeshiva,School,2119 HOMECREST AVE,Brooklyn,NY,11229,-73.958966,40.597967,No,No,Yes,No,Yes,No,No
2015-2016,21788,TRUE,21788,YESHIVA MAGEN ABRAHAM,Yeshiva,School,723 AVENUE Z,Brooklyn,NY,11230,-73.967371,40.586625,No,No,Yes,No,No,No,No
2015-2016,21789,TRUE,21789,BET YAKOV ATERET TORAH H.S.,Yeshiva,School,2166 CONEY ISLAND AVENUE,Brooklyn,NY,11223,-73.961755,40.604201,No,No,Yes,No,No,No,No
2015-2016,21792,TRUE,21792,MERKAZ B'NOS HIGH SCHOOL,Yeshiva,School,1400 WEST 6 STREET,Brooklyn,NY,11204,-73.980555,40.612006,No,No,Yes,No,Yes,No,No
2015-2016,21801,TRUE,21801,IS 98 BAY ACADEMY,Public,School,1401 EMMONS AVENUE,Brooklyn,NY,11235,-73.954051,40.5832,Yes,Yes,Yes,No,Yes,No,No
2015-2016,21805,TRUE,21805,YESHIVA ATERET TORAH ANNEX,Yeshiva,School,2166 Coney Island Avenue,Brooklyn,NY,11223,-73.961755,40.604201,Yes,No,Yes,Yes,No,No,No
2015-2016,21806,TRUE,21806,YESHIVA ATERET TORAH MAIN,Yeshiva,School,901 QUENTIN ROAD,Brooklyn,NY,11223,-73.963768,40.607729,No,No,Yes,Yes,Yes,No,No
2015-2016,21807,TRUE,21807,DYNAMITE YOUTH CTR RESTART,Public,School,1830 CONEY ISLAND AVENUE,Brooklyn,NY,11230,-73.963076,40.613095,No,No,Yes,No,No,No,No
2015-2016,21808,TRUE,21808,BNOT CHAYA ACADEMY,Yeshiva,School,1012 AVENUE I,Brooklyn,NY,11230,-73.966379,40.626985,No,No,Yes,No,No,No,No
2015-2016,21837,TRUE,21837,MIRRER YESHIVA H.S.,Yeshiva,School,1791 OCEAN PARKWAY,Brooklyn,NY,11223,-73.966478,40.605114,No,No,Yes,No,No,No,No
2015-2016,21845,TRUE,21845,SHULAMITH SCHOOL (ELM),Yeshiva,School,60 West End Avenue,Brooklyn,NY,11235,-73.953671,40.580404,Yes,No,Yes,Yes,Yes,No,No
2015-2016,21850,TRUE,21850,YESHIVA OF FLATBUSH,Yeshiva,School,919 EAST 10TH STREET,Brooklyn,NY,11230,-73.966392,40.626412,No,Yes,Yes,No,Yes,No,Yes
2015-2016,21854,TRUE,21854,UNITED LUBAVITCHER YESHIVOTH,Yeshiva,School,841 OCEAN PARKWAY,Brooklyn,NY,11230,-73.970836,40.628053,Yes,Yes,Yes,No,No,No,Yes
2015-2016,21858,TRUE,21858,SINAI ACADEMIC CENTER,Yeshiva,School,2025 79 STREET,Brooklyn,NY,11214,-73.993365,40.608206,No,No,Yes,No,No,No,No
2015-2016,21861,TRUE,21861,F.R.E.E.,Yeshiva,School,64 WEST END AVENUE,Brooklyn,NY,11235,-73.953651,40.5803,Yes,Yes,Yes,No,Yes,No,Yes
2015-2016,21871,TRUE,21871,IVDU UPPER SCHOOL,Yeshiva,School,1301 EAST 18TH STREET,Brooklyn,NY,11230,-73.957224,40.619127,Yes,No,Yes,No,Yes,No,No
2015-2016,21874,TRUE,21874,BAIS ARON TZVI VERETZKY,Yeshiva,School,1249 EAST 18TH STREET,Brooklyn,NY,11230,-73.957389,40.620016,No,Yes,Yes,No,No,No,No
2015-2016,21887,TRUE,21887,MESIVTA HS,Yeshiva,School,1593 CONEY ISLAND AVENUE,Brooklyn,NY,11230,-73.963924,40.618767,Yes,No,Yes,No,No,No,No
2015-2016,21889,TRUE,21889,ALC-BRIGHTON BEACH,Public,School,25 BRIGHTON 4TH ROAD   C28,Brooklyn,NY,11235,-73.96351,40.582657,No,No,No,No,Yes,No,No
2015-2016,21893,TRUE,21893,GESHER YEHUDA,Yeshiva,School,49 AVENUE T,Brooklyn,NY,11223,-73.983443,40.59824,Yes,No,Yes,No,Yes,No,No
2015-2016,21894,TRUE,21894,IVDU/BECON ELEM,Yeshiva,School,1244 EAST 7TH STREET,Brooklyn,NY,11230,-73.968516,40.620662,Yes,No,Yes,No,Yes,No,No
2015-2016,21898,TRUE,21898,BET YAAKOV OHR SARAH,Yeshiva,School,1123 AVENUE N,Brooklyn,NY,11230,-73.963078,40.615321,Yes,No,Yes,Yes,Yes,No,No
2015-2016,21907,TRUE,21907,P721K @ ROY CAMPANELLA OTC,Public,School,64 AVENUE X,Brooklyn,NY,11233,-73.981299,40.589241,Yes,No,Yes,No,Yes,Yes,No
2015-2016,21911,TRUE,21911,Block Institute School,Nonsectarian,School,376 BAY 44TH STREET,Brooklyn,NY,11214,-73.993109,40.587968,Yes,No,No,No,No,No,No
2015-2016,21914,TRUE,21914,HEBREW INST THE DEAF & EXCP.,Nonsectarian,School,1401 AVENUE I,Brooklyn,NY,11230,-73.962651,40.627568,No,No,No,No,No,No,No
2015-2016,21984,TRUE,21984,Cong. Machna Shalva (Boys Jr),Yeshiva,School,5815 20TH AVENUE,Brooklyn,NY,11204,-73.981754,40.620331,No,No,No,Yes,Yes,No,No
2015-2016,22001,TRUE,22001,P077K @ IS 14,Public,School,2424 BATCHELDER STREET,Brooklyn,NY,11235,-73.937774,40.593525,Yes,No,Yes,No,Yes,Yes,No
2015-2016,22003,TRUE,22003,DIV OF EARLY CHILDHOOD,Nonsectarian,Office,1780 OCEAN AVENUE  4TH FLOOR,Brooklyn,NY,11230,-73.955215,40.618905,No,No,Yes,No,No,No,No
2015-2016,22004,TRUE,22004,Yad Yisroel School,Yeshiva,School,2555 Nostrand Avenue,Brooklyn,NY,11210,-73.945968,40.622581,Yes,No,No,No,No,No,No
2015-2016,22014,TRUE,22014,IS 14,Public,School,2424 BATCHELDER STREET,Brooklyn,NY,11235,-73.937774,40.593525,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22052,TRUE,22052,PS 52 K,Public,School,2675 EAST 29TH STREET,Brooklyn,NY,11235,-73.940438,40.587952,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22078,TRUE,22078,IS 78,Public,School,1420 EAST 68TH STREET,Brooklyn,NY,11234,-73.912945,40.621171,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22109,TRUE,22109,PS 109,Public,School,1001 EAST 45 STREET,Brooklyn,NY,11203,-73.933485,40.636483,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22119,TRUE,22119,PS 119,Public,School,3829 AVENUE K,Brooklyn,NY,11210,-73.938275,40.625738,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22134,TRUE,22134,PS 134,Public,School,4001 18TH AVENUE,Brooklyn,NY,11218,-73.973833,40.63222,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22139,TRUE,22139,PS 139,Public,School,330 RUGBY ROAD,Brooklyn,NY,11226,-73.965622,40.641926,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22152,TRUE,22152,PS 152,Public,School,725 EAST 23 STREET,Brooklyn,NY,11210,-73.954626,40.632581,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22193,TRUE,22193,PS 193,Public,School,2515 AVENUE L,Brooklyn,NY,11210,-73.950485,40.621585,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22194,TRUE,22194,PS 194,Public,School,3117 AVENUE W,Brooklyn,NY,11229,-73.933513,40.596832,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22195,TRUE,22195,PS 195,Public,School,131 IRWIN STREET,Brooklyn,NY,11235,-73.943722,40.579474,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22197,TRUE,22197,PS 197,Public,School,1599 EAST 22TH STREET,Brooklyn,NY,11210,-73.951806,40.61265,Yes,Yes,Yes,No,Yes,Yes,No
2015-2016,22198,TRUE,22198,PS 198,Public,School,4105 FARRAGUT ROAD,Brooklyn,NY,11210,-73.937355,40.637015,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22203,TRUE,22203,PS 203,Public,School,5101 AVENUE M,Brooklyn,NY,11234,-73.925999,40.621514,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22206,TRUE,22206,PS/IS 206,Public,School,2200 GRAVESEND NECK ROAD,Brooklyn,NY,11229,-73.948902,40.5973,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22207,TRUE,22207,PS 207,Public,School,4011 FILLMORE AVENUE,Brooklyn,NY,11234,-73.930196,40.613411,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22217,TRUE,22217,PS 217,Public,School,1100 NEWKIRK AVENUE,Brooklyn,NY,11230,-73.966511,40.633912,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22222,TRUE,22222,PS 222,Public,School,3301 QUENTIN ROAD,Brooklyn,NY,11234,-73.938935,40.613374,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22234,TRUE,22234,IS 234,Public,School,1875 EAST 17TH STREET,Brooklyn,NY,11229,-73.955383,40.60423,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22236,TRUE,22236,PS 236,Public,School,6302 AVENUE U,Brooklyn,NY,11234,-73.912925,40.615938,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22240,TRUE,22240,IS 240,Public,School,2500 NOSTRAND AVENUE,Brooklyn,NY,11210,-73.946378,40.623561,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22245,TRUE,22245,PS 245,Public,School,249 EAST 17 STREET,Brooklyn,NY,11226,-73.963108,40.645027,Yes,No,Yes,No,Yes,No,No
2015-2016,22251,TRUE,22251,PS 251,Public,School,1037 EAST 54TH STREET,Brooklyn,NY,11234,-73.924317,40.632536,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22254,TRUE,22254,PS 254,Public,School,1801 AVENUE Y,Brooklyn,NY,11235,-73.951769,40.5905,No,Yes,Yes,No,Yes,No,No
2015-2016,22255,TRUE,22255,PS 255,Public,School,1866 EAST 17TH STREET,Brooklyn,NY,11229,-73.955629,40.604343,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22269,TRUE,22269,PS 269,Public,School,1957 NOSTRAND AVENUE,Brooklyn,NY,11210,-73.948062,40.637748,No,Yes,Yes,No,Yes,No,No
2015-2016,22277,TRUE,22277,PS 277,Public,School,2529 GERRITSEN AVENUE,Brooklyn,NY,11229,-73.92872,40.596197,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22278,TRUE,22278,IS 278,Public,School,1925 STUART STREET,Brooklyn,NY,11229,-73.939099,40.606701,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22286,TRUE,22286,P811K @ CONNIE LEKAS SCHOOL,Public,School,2525 HARING STREET,Brooklyn,NY,11235,-73.938999,40.591124,Yes,No,Yes,No,Yes,Yes,No
2015-2016,22312,TRUE,22312,PS 312,Public,School,7103 AVENUE T,Brooklyn,NY,11234,-73.909057,40.621466,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22315,TRUE,22315,PS 315,Public,School,2310 GLENWOOD ROAD,Brooklyn,NY,11210,-73.954642,40.633157,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22326,TRUE,22326,PS 326,Public,School,1800 UTICA AVENUE,Brooklyn,NY,11234,-73.928032,40.628675,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22350,TRUE,22350,LEON M.GOLDSTEIN HS FOR SCI.,Public,School,1830 SHORE BLVD.,Brooklyn,NY,11235,-73.935949,40.580815,Yes,No,Yes,No,Yes,No,No
2015-2016,22361,TRUE,22361,PS 361,Public,School,3109 NEWKIRK AVENUE,Brooklyn,NY,11226,-73.947265,40.640143,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22381,TRUE,22381,IS 381,Public,School,1599 EAST 22ND STREET,Brooklyn,NY,11210,-73.951806,40.61265,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22401,TRUE,22401,BROOKLYN COLLEGE ACADEMY,Public,School,2900 BEDFORD AVENUE,Brooklyn,NY,11210,-73.952757,40.631697,Yes,No,Yes,No,No,No,No
2015-2016,22403,TRUE,22403,P811K @ I014K,Public,School,2424 BATCHELDER STREET,Brooklyn,NY,11235,-73.937774,40.593525,Yes,No,No,No,No,No,No
2015-2016,22431,TRUE,22431,EARLY CHILDHOOD CENTER,Public,School,3920 FLATLANDS AVENUE,Brooklyn,NY,11234,-73.935424,40.621076,Yes,Yes,No,No,Yes,No,No
2015-2016,22436,TRUE,22436,P373K @ FLATBUSH YMCA,Public,School,1401 FLATBUSH AVENUE,Brooklyn,NY,11211,-73.95148,40.636575,No,No,No,No,No,No,No
2015-2016,22441,TRUE,22441,P721K @ MENORAH NURSING HOME W,Public,School,1516 ORIENTAL BLVD,Brooklyn,NY,11235,-73.93905,40.577359,No,No,No,No,No,No,No
2015-2016,22442,TRUE,22442,P771K @ PS 194 FLATBUSH YMCA,Public,School,3117 AVENUE W,Brooklyn,NY,11229,-73.933513,40.596832,No,No,No,No,No,No,No
2015-2016,22446,TRUE,22446,P004K @ PS 109,Public,School,1001 E 45 STREET,Brooklyn,NY,11203,-73.933485,40.636483,Yes,No,No,No,Yes,Yes,No
2015-2016,22460,TRUE,22460,P811K @ SHEEPSHEAD BAY HS,Public,School,3000 AVE X,Brooklyn,NY,11235,-73.937425,40.594079,Yes,No,Yes,No,No,No,No
2015-2016,22461,TRUE,22461,P053K @ L.M. GOLDSTEIN HS,Public,School,1830 SHORE BLVD,Brooklyn,NY,11235,-73.935949,40.580815,Yes,No,Yes,No,Yes,Yes,No
2015-2016,22467,TRUE,22467,PS 152 AX,Public,School,1087 OCEAN AVENUE,Brooklyn,NY,11230,-73.958205,40.635903,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22480,TRUE,22480,P373K @ BROOKLYN COLLEGE,Public,School,2900 BEDFORD AVE,Brooklyn,NY,11210,-73.952757,40.631697,Yes,No,Yes,No,No,No,No
2015-2016,22490,TRUE,22490,P771K @ P236K,Public,School,6302 AVE U,Brooklyn,NY,11234,-73.912925,40.615938,Yes,No,No,No,Yes,No,No
2015-2016,22527,TRUE,22527,JAMES MADISON HS,Public,School,3787 BEDFORD AVENUE,Brooklyn,NY,11229,-73.948415,40.609924,Yes,No,Yes,No,Yes,No,No
2015-2016,22533,TRUE,22533,MIDWOOD HS,Public,School,2839 BEDFORD AVENUE,Brooklyn,NY,11210,-73.952827,40.633248,Yes,No,Yes,No,Yes,No,No
2015-2016,22541,TRUE,22541,SHEEPSHEAD BAY HS,Public,School,3000 AVENUE X,Brooklyn,NY,11235,-73.937425,40.594079,Yes,No,Yes,No,Yes,No,No
2015-2016,22566,TRUE,22566,BONIM LAMOKOM,Yeshiva,School,425 EAST 9TH STREET,Brooklyn,NY,11218,-73.96956,40.638142,Yes,No,No,No,No,No,No
2015-2016,22569,TRUE,22569,P077K @ BKLYN COLLEGE CAMPUS,Public,School,2900 BEDFORD AVENUE,Brooklyn,NY,11210,-73.952757,40.631697,Yes,No,Yes,No,No,No,No
2015-2016,22599,TRUE,22599,YESH OR HATORAH ELEM SCHOOL,Yeshiva,School,2955 AVENUE Y,Brooklyn,NY,11230,-73.93894,40.59191,Yes,No,Yes,Yes,Yes,No,No
2015-2016,22601,TRUE,22601,HARMA RELIGIOUS INST OF SEC ED,Nonsectarian,School,2600 OCEAN AVENUE,Brooklyn,NY,11229,-73.951289,40.598162,No,No,No,No,No,No,No
2015-2016,22611,TRUE,22611,ORIGINS HIGH SCHOOL,Public,School,3000 AVENUE X,Brooklyn,NY,11235,-73.937425,40.594079,Yes,No,Yes,No,No,No,No
2015-2016,22616,TRUE,22616,LEV BAIS YAAKOV ELEMENTARY,Yeshiva,School,3574 NOSTRAND AVENUE,Brooklyn,NY,11229,-73.941322,40.59691,Yes,Yes,Yes,No,Yes,No,Yes
2015-2016,22630,TRUE,22630,PROFESSIONAL PATHWAY HS,Public,School,3000 AVENUE X,Brooklyn,NY,11235,-73.937425,40.594079,No,No,Yes,No,Yes,No,No
2015-2016,22634,TRUE,22634,HEBREW LANGUAGE ACAD.CHARTER,Charter,School,2186 MILL AVENUE,Brooklyn,NY,11216,-73.912241,40.613832,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22647,TRUE,22647,CSE 6,Public,Office,1780 OCEAN AVENUE,Brooklyn,NY,11230,-73.955215,40.618905,No,No,No,No,No,No,No
2015-2016,22657,TRUE,22657,BROOKLYN BLUE FEATHER,Nonsectarian,School,2335 GERRITSEN AVENUE,Brooklyn,NY,11219,-73.932401,40.599484,Yes,No,No,No,Yes,No,No
2015-2016,22663,TRUE,22663,P721K @ BROOKLYN COLLEGE,Public,School,2900 BEDFORD AVENUE,Brooklyn,NY,11210,-73.952757,40.631697,Yes,No,Yes,No,Yes,No,No
2015-2016,22664,TRUE,22664,YESHIVAH OF CROWN HEIGHTS,Yeshiva,School,6363 AVENUE U,Brooklyn,NY,11234,-73.912762,40.616265,Yes,No,Yes,Yes,No,No,No
2015-2016,22666,TRUE,22666,FAMILY WELCOME CENTER,Public,School,1780 OCEAN AVENUE  3RD FLOOR,Brooklyn,NY,11230,-73.955215,40.618905,No,No,No,No,No,No,No
2015-2016,22667,TRUE,22667,GED PLUS @ KINGSOROUGH C.C.,Public,Office,2001 ORIENTAL BLVD,Brooklyn,NY,11235,-73.934888,40.578418,No,No,No,No,No,No,No
2015-2016,22675,TRUE,22675,YELED VIYALDA/OHOLEI TORAH,Yeshiva,School,407 EAST 53RD STREET,Brooklyn,NY,11203,-73.927119,40.649679,Yes,No,No,No,No,No,No
2015-2016,22686,TRUE,22686,CHRISTIAN HERITAGE ACADEMY,Christian,School,1100 EAST 42ND STREET,Brooklyn,NY,11210,-73.935731,40.62834,No,No,Yes,No,No,No,No
2015-2016,22688,TRUE,22688,P753K @ KINGSBOROUGH COMM COLL,Public,School,2001 ORIENTAL BLVD,Brooklyn,NY,11235,-73.934888,40.578418,Yes,No,Yes,No,No,No,No
2015-2016,22689,TRUE,22689,BROOKLYN AMITY SCHOOL,Nonsectarian,School,3867 SHORE PARKWAY,Brooklyn,NY,11235,-73.932236,40.586403,No,Yes,Yes,No,Yes,No,No
2015-2016,22700,TRUE,22700,ST EDMUND ELEM SCHOOL,Parochial,School,1902 AVENUE T,Brooklyn,NY,11229,-73.95283,40.601442,No,Yes,Yes,No,Yes,No,No
2015-2016,22703,TRUE,22703,GOOD SHEPHERD SCHOOL,Parochial,School,1943 BROWN STREET,Brooklyn,NY,11229,-73.94053,40.604222,No,Yes,Yes,No,Yes,No,No
2015-2016,22706,TRUE,22706,YESHIVAT MEKOR HAIM,Yeshiva,School,2710 AVENUE X,Brooklyn,NY,11235,-73.943265,40.593425,No,Yes,Yes,No,No,No,Yes
2015-2016,22707,TRUE,22707,MIDWOOD CATHOLIC ACADEMY,Parochial,School,1501 HENDRICKSON STREET,Brooklyn,NY,11234,-73.935789,40.620526,No,Yes,Yes,No,Yes,No,No
2015-2016,22711,TRUE,22711,ST BERNARD SCHOOL,Parochial,School,2030 EAST 69TH STREET,Brooklyn,NY,11234,-73.909807,40.619533,No,No,Yes,No,Yes,No,No
2015-2016,22713,TRUE,22713,ST EDMUNDS PREPARATORY H.S,Parochial,School,2474 OCEAN AVENUE,Brooklyn,NY,11229,-73.951834,40.601039,No,No,Yes,No,No,No,No
2015-2016,22715,TRUE,22715,ST MARK SCHOOL,Parochial,School,2602 EAST 19TH STREET,Brooklyn,NY,11235,-73.950623,40.588241,Yes,Yes,Yes,No,Yes,No,No
2015-2016,22718,TRUE,22718,ST STEPHENS LUTHERAN SCH,Christian,School,2806 NEWKIRK AVENUE,Brooklyn,NY,11226,-73.950131,40.639796,No,No,No,No,No,No,No
2015-2016,22721,TRUE,22721,YESHIVA TORAH VODAATH,Yeshiva,School,452 EAST 9TH STREET,Brooklyn,NY,11218,-73.969688,40.637641,Yes,Yes,Yes,Yes,Yes,No,No
2015-2016,22722,TRUE,22722,TORAH VODAATH H.S.,Yeshiva,School,425 EAST 9TH STREET,Brooklyn,NY,11218,-73.96956,40.638142,No,No,Yes,No,No,No,No
2015-2016,22723,TRUE,22723,EXCELSIOR SCHOOL,Christian,School,418 EAST 45TH STREET,Brooklyn,NY,11203,-73.935288,40.651253,No,No,Yes,No,Yes,No,No
2015-2016,22725,TRUE,22725,PROSPECT PARK YESH ELEM *JHS,Yeshiva,School,1609 AVENUE R,Brooklyn,NY,11229,-73.956618,40.606008,Yes,Yes,Yes,No,Yes,No,Yes
2015-2016,22726,TRUE,22726,YSH OF FLATBUSH J BRAVERMAN HS,Yeshiva,School,1609 AVENUE J,Brooklyn,NY,11230,-73.96029,40.625388,Yes,No,Yes,No,Yes,No,No
2015-2016,22727,TRUE,22727,YESHIVA OF KINGS BAY,Yeshiva,School,2611 AVENUE Z,Brooklyn,NY,11235,-73.943421,40.589253,Yes,Yes,Yes,No,Yes,No,Yes
2015-2016,22738,TRUE,22738,NEW VISIONS HS MATH-SCI,Charter,School,3000 AVENUE X,Brooklyn,NY,11235,-73.937425,40.594079,Yes,No,Yes,No,No,No,No
2015-2016,22739,TRUE,22739,NEW VISONS HS  HUMANTIES lll,Charter,School,3000 AVENUE X,Brooklyn,NY,11235,-73.937425,40.594079,Yes,No,Yes,No,No,No,No
2015-2016,22740,TRUE,22740,PROSPECT PARK BNOS LEAH HS,Yeshiva,School,1601 AVENUE R,Brooklyn,NY,11229,-73.956666,40.606003,Yes,No,Yes,No,Yes,No,No
2015-2016,22742,TRUE,22742,YESHIVA AHAVAS TORAH,Yeshiva,School,2961 NOSTRAND AVENUE,Brooklyn,NY,11229,-73.943987,40.612258,Yes,Yes,Yes,No,Yes,No,Yes
2015-2016,22744,TRUE,22744,MARY QUEEN OF HEAVEN SCH,Parochial,School,1326 EAST 57TH STREET,Brooklyn,NY,11234,-73.920416,40.620977,No,Yes,Yes,No,Yes,No,No
2015-2016,22752,TRUE,22752,CORTELYOU EARLY CHILDHOOD CTR,Nonsectarian,School,2739 BEDFORD AVENUE,Brooklyn,NY,11210,-73.953407,40.636301,No,Yes,No,No,No,No,No
2015-2016,22755,TRUE,22755,ZVI DOV ROTH ACADEMY,Yeshiva,School,3300 KINGS HIGHWAY,Brooklyn,NY,11234,-73.942256,40.618541,No,No,Yes,No,Yes,No,No
