School_Year,OPT_Code,Is_OPT_Num,OPT_Clean,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs
2016-2017,1001,TRUE,01001,Comprehensive Kids Devel. Scho,Other Religion,School,101 Norfolk Street,Manhattan,NY,10002,-73.987271,40.718791,Yes,No,No,No,No,No,No
2016-2017,1561,TRUE,01561,CASCADE HS CTR FOR MULTIMEDIA,Public,School,198 FORSYTH STREET,Manhattan,NY,10002,-73.990635,40.722491,No,No,Yes,No,Yes,No,No
2016-2017,1569,TRUE,01569,BARD HS EARLY COLLEGE,Public,School,525 EAST HOUSTON STREET,Manhattan,NY,10002,-73.975438,40.718761,Yes,No,Yes,No,No,No,No
2016-2017,1600,TRUE,01600,SATELLITE ACADEMY,Public,School,198 FORSYTH STREET,Manhattan,NY,10002,-73.990635,40.722491,No,No,Yes,No,No,No,No
2016-2017,1616,TRUE,01616,COOK CTR GRAMMAR SCHOOL,Nonsectarian,School,219 STANTON STREET,Manhattan,NY,10002,-73.982171,40.719442,Yes,No,Yes,No,Yes,No,No
2016-2017,1657,TRUE,01657,MANHATTAN CHARTER SCHOOL,Charter,School,100 ATTORNEY STREET,Manhattan,NY,10002,-73.984365,40.718346,Yes,Yes,Yes,No,Yes,No,No
2016-2017,1658,TRUE,01658,GIRLS PREP CHARTER SCH NY ELEM,Charter,School,442 EAST HOUSTON STREET,Manhattan,NY,10002,-73.977811,40.71973,Yes,Yes,Yes,No,Yes,No,No
2016-2017,1659,TRUE,01659,GIRLS PREP CHARTER SCH NY MS,Charter,School,420 EAST 12TH STREET,Manhattan,NY,10009,-73.982949,40.729667,Yes,Yes,Yes,No,Yes,No,No
2016-2017,1669,TRUE,01669,PLACEMENT OFFICE,Public,Office,145 STANTON STREET  ROOM 253,Manhattan,NY,10002,-73.985688,40.720511,No,No,No,No,No,No,No
2016-2017,1705,TRUE,01705,ST BRIGID SCHOOL,Parochial,School,185 EAST 7TH STREET,Manhattan,NY,10009,-73.980523,40.72488,Yes,No,Yes,No,Yes,No,No
2016-2017,1707,TRUE,01707,ST GEORGE ACADEMY HS,Parochial,School,215 EAST 6TH STREET,Manhattan,NY,10003,-73.989869,40.728052,No,No,Yes,No,No,No,No
2016-2017,1761,TRUE,01761,IMMACULATE CONCEPTION SCH,Parochial,School,419 EAST 13TH STREET,Manhattan,NY,10009,-73.982419,40.730479,No,No,Yes,No,No,No,No
2016-2017,1765,TRUE,01765,LASALLE ACADEMY,Parochial,School,215 EAST 6TH STREET,Manhattan,NY,10003,-73.989869,40.728052,No,No,Yes,No,No,No,No
2016-2017,1769,TRUE,01769,GEORGE JACKSON ACADEMY,Nonsectarian,School,104 ST. MARK'S PLACE,Manhattan,NY,10009,-73.984819,40.727297,No,No,Yes,No,No,No,No
2016-2017,1137,TRUE,01137,PS 137,Public,School,293 EAST BROADWAY,Manhattan,NY,10002,-73.983731,40.714492,Yes,No,Yes,No,Yes,No,No
2016-2017,1817,TRUE,01817,BETH JACOB SCHOOL,Yeshiva,School,142 BROOME STREET,Manhattan,NY,10002,-73.984109,40.716355,No,Yes,Yes,No,Yes,No,Yes
2016-2017,1854,TRUE,01854,LOWER EAST SIDE PREP,Public,School,145 STANTON STREET,Manhattan,NY,10002,-73.985688,40.720511,No,No,Yes,No,Yes,No,No
2016-2017,1867,TRUE,01867,Thompkins Square Middle School,Public,School,600 EAST 6TH STREET,Manhattan,NY,10009,-73.981338,40.724272,Yes,Yes,Yes,No,No,No,No
2016-2017,1991,TRUE,01991,ALC @ BOYS CLUB,Public,School,287 EAST 10TH STREET,Manhattan,NY,10009,-73.982659,40.728123,No,No,No,No,No,No,No
2016-2017,2001,TRUE,02001,PS 1,Public,School,8 HENRY STREET,Manhattan,NY,10038,-73.997481,40.712682,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2002,TRUE,02002,PS 2,Public,School,122 HENRY STREET,Manhattan,NY,10002,-73.991337,40.713194,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2003,TRUE,02003,PS 3,Public,School,490 HUDSON STREET,Manhattan,NY,10014,-74.006367,40.73258,Yes,Yes,Yes,No,Yes,No,No
2016-2017,1345,TRUE,01345,COLL.ACAD.SCI-TECH-LANG.ARTS,Public,School,220 HENRY STREET,Manhattan,NY,10002,-73.986331,40.713608,No,No,Yes,No,No,No,No
2016-2017,2004,TRUE,02004,DE LA SALLE ACADEMY,Nonsectarian,School,332 WEST 43RD STREET,Manhattan,NY,10036,-73.990403,40.758275,No,No,Yes,No,No,No,No
2016-2017,2005,TRUE,02005,P751M @ HARVEY MILK HS,Public,School,2-10 ASTOR PLACE,Manhattan,NY,10011,-73.992652,40.729963,No,No,Yes,No,No,No,No
2016-2017,2006,TRUE,02006,PS 6,Public,School,45 EAST 81ST STREET,Manhattan,NY,10028,-73.960676,40.777527,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2007,TRUE,02007,RESTART @CO-OP TECH-,Public,School,321 EAST 96TH STREET 4TH FLOOR,Manhattan,NY,10128,-73.946336,40.784024,Yes,No,Yes,No,No,No,No
2016-2017,2008,TRUE,02008,OFFICE OF ACCOUNTABILITY,Public,Office,52 CHAMBERS STREET ROOM 213,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2016-2017,2009,TRUE,02009,Office of District Planning,Public,Office,52 Chambers Street RM 219,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2016-2017,2010,TRUE,02010,FAMILY WELCOME CENTER,Public,Office,333 7TH AVENUE   7TH FLOOR,Manhattan,NY,10002,-73.992951,40.747621,No,No,No,No,No,No,No
2016-2017,2011,TRUE,02011,PS 11,Public,School,320 WEST 21ST STREET,Manhattan,NY,10011,-74.0003,40.744282,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2012,TRUE,02012,OFFICE OF LIBRARY SERVICES,Public,Office,333 SEVENTH AVENUE  ROOM 801,Manhattan,NY,10007,-73.992951,40.747621,No,No,No,No,No,No,No
2016-2017,2013,TRUE,02013,RESTART@EUPHRASIAN RESIDENCE,Public,School,337 EAST 17TH STREET,Manhattan,NY,10003,-73.982255,40.733805,No,No,No,No,No,No,No
2016-2017,2014,TRUE,02014,TREVOR DAY SCHOOL,Nonsectarian,School,312 EAST 95TH STREET,Manhattan,NY,10128,-73.947094,40.783267,No,No,Yes,No,No,No,No
2016-2017,2016,TRUE,02016,Quad Preparatory School,Nonsectarian,School,25 Pine Street,Manhattan,NY,10005,-74.009962,40.707433,Yes,No,Yes,No,No,No,No
2016-2017,2017,TRUE,02017,OFFICE OF EQUITY & ACCESS,Public,Office,52 CHAMBERS STREET  ROOM 215,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2016-2017,2018,TRUE,02018,OFFICE OF E ADULT EDUCATION,Public,Office,500 EIGHT AVENUE  ROOM 1018,Manhattan,NY,10018,-73.992814,40.752905,No,No,No,No,No,No,No
2016-2017,2019,TRUE,02019,BEACON SCHOOL,Public,School,522 WEST 44TH STREET,Manhattan,NY,10036,-73.995846,40.761383,Yes,No,Yes,No,No,No,No
2016-2017,2020,TRUE,02020,DIV OF FAM & COMM ENGAGEMENT,Public,Office,100 GOLD STREET,Manhattan,NY,10038,-74.003558,40.710518,No,No,No,No,No,No,No
2016-2017,2021,TRUE,02021,Success Academy Midtown West,Charter,School,"439 West 49th Street, 3rd Floor",Manhattan,NY,10019,-73.990541,40.763436,No,No,Yes,No,No,No,No
2016-2017,2022,TRUE,02022,P2G @ CONVENANT HOUSE,Public,School,460 WEST 41ST STREET,Manhattan,NY,10036,-73.995163,40.758584,No,No,Yes,No,No,No,No
2016-2017,2023,TRUE,02023,P751M @ NYU WEINSTEIN HALL,Public,School,5-11 UNIVERSITY PLACE,Manhattan,NY,10011,-73.994969,40.731316,Yes,No,Yes,No,No,No,No
2016-2017,2024,TRUE,02024,SEO - Sponsors for Educational,Nonsectarian,Office,"55 Exchange Place, Suite 601",Manhattan,NY,10005,-74.010907,40.706186,No,No,Yes,No,No,No,No
2016-2017,2027,TRUE,02027,OFFICE OF COMMUNITY SCHOOLS,Public,Office,52 CHAMBERS STREET  3M DESK 3,Manhattan,NY,10007,-74.005623,40.713747,No,No,No,No,No,No,No
2016-2017,2028,TRUE,02028,Happy Hour 4 Kids,Nonsectarian,School,121 East 30th Street,Manhattan,NY,10016,-73.982151,40.744139,Yes,No,Yes,No,No,No,No
2016-2017,2029,TRUE,02029,Fusion Academy,Nonsectarian,School,450 Park Avenue South,Manhattan,NY,10016,-73.982977,40.74485,Yes,No,No,No,No,No,No
2016-2017,2030,TRUE,02030,THE NEW YORK INTERNATIONAL SCH,Nonsectarian,School,4 East 90th Street,Manhattan,NY,10128,-73.958307,40.783895,No,No,Yes,No,No,No,No
2016-2017,2031,TRUE,02031,THE SHEFA SCHOOL,Yeshiva,School,40 East 29th Street,Manhattan,NY,10016,-73.98483,40.744356,Yes,Yes,Yes,No,No,No,No
2016-2017,2032,TRUE,02032,P094M@ YMCA,Public,School,122 HENRY STREET,Manhattan,NY,10002,-73.991337,40.713194,No,No,No,No,No,No,No
2016-2017,2033,TRUE,02033,PS 33,Public,School,281 9TH AVENUE,Manhattan,NY,10001,-73.999738,40.748849,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2034,TRUE,02034,OFF OF ARTS &  SPECIAL PROJECT,Public,Office,52 CHAMBERS STREET ROOM 113,Manhattan,NY,10007,-74.005623,40.713747,No,No,Yes,No,No,No,No
2016-2017,2035,TRUE,02035,P035M @ M912,Public,School,522 WEST 44TH STREET,Manhattan,NY,10019,-73.995846,40.761383,Yes,No,Yes,No,No,No,No
2016-2017,2036,TRUE,02036,NYC Charter School of the Arts,Charter,School,25 Pine Street,Manhattan,NY,10005,-74.009962,40.707433,Yes,Yes,Yes,No,No,No,No
2016-2017,2037,TRUE,02037,ATLAS Foundation for Autism,Nonsectarian,School,"252 West 29th Street, Floor 3",Manhattan,NY,10001,-73.994439,40.748403,Yes,No,Yes,No,No,No,No
2016-2017,2038,TRUE,02038,THE WINDWARD SCHOOL,Nonsectarian,School,212 East 93rd Street,Manhattan,NY,10128,-73.950219,40.783034,Yes,Yes,Yes,No,No,No,No
2016-2017,2039,TRUE,02039,Portfolio School,Nonsectarian,School,27 North Moore Street,Manhattan,NY,10013,-74.007486,40.719855,No,No,Yes,No,No,No,No
2016-2017,2040,TRUE,02040,PS 40,Public,School,320 EAST 20th STREET,Manhattan,NY,10003,-73.98172,40.735692,No,No,Yes,No,Yes,No,No
2016-2017,2041,TRUE,02041,PS 41,Public,School,116 WEST 11TH STREET,Manhattan,NY,10011,-73.99906,40.735621,No,Yes,Yes,No,Yes,No,No
2016-2017,2042,TRUE,02042,PS 42,Public,School,71 HESTER STREET,Manhattan,NY,10002,-73.990854,40.715976,No,Yes,Yes,No,Yes,No,No
2016-2017,2043,TRUE,02043,ALTERNATIVE EDUCATION COMPLEX,Public,Office,269 WEST 35TH STREET  ROOM 1018,Manhattan,NY,10018,-73.991871,40.752486,No,No,Yes,No,No,No,No
2016-2017,2047,TRUE,02047,47 AMER.SIGN LANG.& ENGL. SCH.,Public,School,223 EAST 23RD STREET,Manhattan,NY,10010,-73.982421,40.738622,Yes,No,Yes,No,Yes,No,No
2016-2017,2051,TRUE,02051,PS 51-THE ELIAS HOWE SCHOOL,Public,School,525 WEST 44TH STREET,Manhattan,NY,10036,-73.995759,40.761541,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2059,TRUE,02059,PS 59,Public,School,233 EAST 56TH STREET,Manhattan,NY,10022,-73.967141,40.759303,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2089,TRUE,02089,PS 89,Public,School,201 WARREN STREET,Manhattan,NY,10282,-74.013502,40.716552,Yes,No,Yes,No,Yes,No,No
2016-2017,2104,TRUE,02104,MS 104,Public,School,330 EAST 21ST STREET,Manhattan,NY,10010,-73.980724,40.736035,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2111,TRUE,02111,PS 111,Public,School,440 WEST 53RD STREET,Manhattan,NY,10019,-73.988853,40.765804,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2116,TRUE,02116,PS 116,Public,School,210 EAST 33RD STREET,Manhattan,NY,10016,-73.978164,40.744772,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2124,TRUE,02124,CES 124 YUNG WING,Public,School,40 DIVISION STREET,Manhattan,NY,10002,-73.996324,40.714216,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2126,TRUE,02126,PS 126/MANHATTAN ACAD OF TECH,Public,School,80 CATHERINE STREET,Manhattan,NY,10038,-73.996841,40.711174,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2130,TRUE,02130,PS 130,Public,School,143 BAXTER STREET,Manhattan,NY,10013,-73.998349,40.718867,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2131,TRUE,02131,IS 131,Public,School,100 HESTER STREET,Manhattan,NY,10002,-73.993126,40.71648,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2135,TRUE,02135,U.A. SCH EMERG MANAGEMENT HS,Public,School,411 PEARL STREET,Manhattan,NY,10038,-74.00095,40.711428,Yes,No,Yes,No,No,No,No
2016-2017,2138,TRUE,02138,P721M @ DISTRICT 75,Public,School,400 1ST AVENUE,Manhattan,NY,10010,-73.978214,40.73707,Yes,No,Yes,No,Yes,No,No
2016-2017,2139,TRUE,02139,BUILD.ARTS & CRAFTMANSHIP HS,Public,School,439 WEST 49TH STREET,Manhattan,NY,10019,-73.990541,40.763436,Yes,No,Yes,No,No,No,No
2016-2017,2150,TRUE,02150,PS 150,Public,School,334 GREENWICH STREET,Manhattan,NY,10013,-74.01062,40.718228,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2151,TRUE,02151,YORKVILLE COMM SCH PS 151,Public,School,421 EAST 88TH STREET,Manhattan,NY,10128,-73.947716,40.777981,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2158,TRUE,02158,PS 158,Public,School,1458 YORK AVENUE,Manhattan,NY,10021,-73.951045,40.770381,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2167,TRUE,02167,JHS 167,Public,School,220 EAST 76TH STREET,Manhattan,NY,10021,-73.958123,40.771983,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2169,TRUE,02169,P169M @ P169M,Public,School,110 EAST 88TH STREET,Manhattan,NY,10028,-73.955731,40.781165,Yes,Yes,Yes,No,Yes,Yes,No
2016-2017,2170,TRUE,02170,SUCCESS ACADEMY HELL'S KITCHEN,Charter,School,439 WEST 49TH STREET,Manhattan,NY,10017,-73.990541,40.763436,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2174,TRUE,02174,SUCCESS ACADEMY UNION SQUARE,Charter,School,40 IRVING PLACE,Manhattan,NY,10003,-73.987544,40.735491,No,Yes,Yes,No,Yes,No,No
2016-2017,2177,TRUE,02177,YORKVILLE EAST MIDDLE SCHOOL,Public,School,1458 YORK AVENUE,Manhattan,NY,10075,-73.951045,40.770381,Yes,No,Yes,No,No,No,No
2016-2017,2183,TRUE,02183,PS 183,Public,School,419 EAST 66TH STREET,Manhattan,NY,10021,-73.958118,40.763809,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2198,TRUE,02198,PS 198,Public,School,1700 3RD AVENUE,Manhattan,NY,10128,-73.949701,40.784861,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2217,TRUE,02217,IS 217,Public,School,"645 MAIN STREET, ROOSEVELT ISLAND",Manhattan,NY,10044,-73.948001,40.763936,No,Yes,Yes,No,Yes,No,No
2016-2017,2260,TRUE,02260,THE CLINTON SCH WRITERS-ARTIST,Public,School,10 EAST 15TH STREET,Manhattan,NY,10003,-73.992792,40.736457,No,No,Yes,No,No,No,No
2016-2017,2267,TRUE,02267,PS 267,Public,School,213 EAST 63RD STREET,Manhattan,NY,10065,-73.964187,40.763915,No,Yes,Yes,No,Yes,No,No
2016-2017,2280,TRUE,02280,MAN EARLY COLL SCH FOR ADV.,Public,School,411 PEARL STREET,Manhattan,NY,10038,-74.00095,40.711428,Yes,No,Yes,No,No,No,No
2016-2017,2281,TRUE,02281,PS 281 THE RIVER SCHOOL,Public,School,425 EAST 35TH STREET,Manhattan,NY,10016,-73.972541,40.744347,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2282,TRUE,02282,URBAN ASSEMBLY MAKER ACADEMY,Public,School,411 PEARL STREET,Manhattan,NY,10038,-74.00095,40.711428,Yes,No,Yes,No,No,No,No
2016-2017,2289,TRUE,02289,IS 289,Public,School,201 WARREN STREET,Manhattan,NY,10282,-74.013502,40.716552,No,No,Yes,No,No,No,No
2016-2017,2300,TRUE,02300,VANGUARD HS,Public,School,317 E 67 ST,Manhattan,NY,10021,-73.96002,40.765429,Yes,No,Yes,No,No,No,No
2016-2017,2305,TRUE,02305,URBAN ASSEMBLY GOVERN. & LAW,Public,School,350 GRAND STREET,Manhattan,NY,10002,-73.989303,40.71685,No,No,Yes,No,No,No,No
2016-2017,2308,TRUE,02308,LOWER MANHATTAN ARTS ACADEMY,Public,School,350 GRAND STREET,Manhattan,NY,10002,-73.989303,40.71685,Yes,No,Yes,No,Yes,No,No
2016-2017,2310,TRUE,02310,P138M @ PARK WEST HS,Public,School,525 West 50th Street,Manhattan,NY,10019,-73.992634,40.765137,Yes,No,Yes,No,Yes,No,No
2016-2017,2312,TRUE,02312,NEW YORK CITY LAB JHS,Public,School,333 WEST 17TH STREET,Manhattan,NY,10011,-74.002125,40.742184,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2313,TRUE,02313,THE JAMES BALDWIN HS,Public,School,351 WEST 18TH STREET,Manhattan,NY,10011,-74.002069,40.742925,No,No,Yes,No,No,No,No
2016-2017,2316,TRUE,02316,URBAN ASSEMBLY BUS YOUNG WOMEN,Public,School,81 NEW STREET,Manhattan,NY,10004,-74.012619,40.705264,No,No,Yes,No,No,No,No
2016-2017,2325,TRUE,02325,PS 234(INDEPENDENCE SCHOOL),Public,School,292 GREENWICH STREET,Manhattan,NY,10007,-74.011136,40.716022,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2340,TRUE,02340,SIXTH AVENUE ELEMENTARY SCH,Public,School,590 AVENUE OF THE AMERICAS,Manhattan,NY,10011,-73.995443,40.739102,Yes,No,Yes,No,No,No,No
2016-2017,2343,TRUE,02343,THE PECK SLIP SCHOOL,Public,School,1 PECK SLIP,Manhattan,NY,10019,-74.002328,40.708806,No,Yes,Yes,No,No,No,No
2016-2017,2347,TRUE,02347,THE ASL & ENGLISH LOWER SCH,Public,School,223 EAST 23RD STREET,Manhattan,NY,10010,-73.982421,40.738622,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2350,TRUE,02350,H.S. OF ECONOMICS & FINANCE,Public,School,100 TRINITY PLACE,Manhattan,NY,10006,-74.012111,40.70923,Yes,No,Yes,No,No,No,No
2016-2017,2351,TRUE,02351,SUCCESS ACAD HS LIBERAL ARTS,Charter,School,111 EAST 33RD STREET,Manhattan,NY,10016,-73.981243,40.746266,No,No,Yes,No,No,No,No
2016-2017,2358,TRUE,02358,MANHATTAN VILLAGE ACADEMY,Public,School,43 WEST 22 STREET,Manhattan,NY,10010,-73.991466,40.741563,Yes,No,Yes,No,No,No,No
2016-2017,2360,TRUE,02360,MANHATTAN INTERNATIONAL HS,Public,School,317 EAST 67 STREET,Manhattan,NY,10021,-73.96002,40.765429,Yes,No,Yes,No,No,No,No
2016-2017,2365,TRUE,02365,LANDMARK HIGH SCHOOL,Public,School,351 WEST 18TH STREET,Manhattan,NY,10019,-74.002069,40.742925,Yes,No,Yes,No,No,No,No
2016-2017,2370,TRUE,02370,H.S. FOR LEADERSHIP & PUBL.SER,Public,School,90 TRINITY PLACE,Manhattan,NY,10006,-74.012452,40.708719,Yes,No,Yes,No,No,No,No
2016-2017,2374,TRUE,02374,GRAMMERCY ARTS HS,Public,School,40 IRVING PLACE,Manhattan,NY,10003,-73.987544,40.735491,Yes,No,Yes,No,No,No,No
2016-2017,2376,TRUE,02376,NYCi SCHOOL,Public,School,131 AVE OF THE AMERICAS,Manhattan,NY,10013,-74.004837,40.724371,Yes,No,Yes,No,No,No,No
2016-2017,2378,TRUE,02378,INSTITUTE FOR COLLABORATIVE ED,Public,School,345 EAST 15 ST,Manhattan,NY,10003,-73.982996,40.732519,Yes,No,Yes,No,No,No,No
2016-2017,2380,TRUE,02380,HEALTH PROF & HUMAN SER. HS,Public,School,345 EAST 15 STREET,Manhattan,NY,10003,-73.982996,40.732519,Yes,No,Yes,No,Yes,No,No
2016-2017,2392,TRUE,02392,MANHATTAN BUSINESS ACADEMY,Public,School,351 WEST 18TH STREET,Manhattan,NY,10011,-74.002069,40.742925,Yes,No,Yes,No,No,No,No
2016-2017,2393,TRUE,02393,THE BUSINESS OF SPORTS SCHOOL,Public,School,439 WEST 49TH STREET,Manhattan,NY,10019,-73.990541,40.763436,No,No,Yes,No,No,No,No
2016-2017,2394,TRUE,02394,EMMA LAZARUS HS,Public,School,100 HESTER STREET,Manhattan,NY,10002,-73.993126,40.71648,No,No,Yes,No,No,No,No
2016-2017,2397,TRUE,02397,SPRUCE STREET SCHOOL,Public,School,12 SPRUCE STREET,Manhattan,NY,10038,-74.005557,40.71127,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2398,TRUE,02398,PS 276 BATTERY PARK CITY SCH,Public,School,55 BATTERY PLACE,Manhattan,NY,10280,-74.017723,40.706408,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2399,TRUE,02399,HS FOR LANGUAGE & DIPLOMACY,Public,School,40 IRVING PLACE,Manhattan,NY,10003,-73.987544,40.735491,Yes,No,Yes,No,No,No,No
2016-2017,2408,TRUE,02408,PASSAGES ACADEMY (MAN),Public,School,346 BROADWAY - 6TH FL.,Manhattan,NY,10011,-74.004079,40.716653,No,No,No,No,No,No,No
2016-2017,2414,TRUE,02414,P094M @ P 51,Public,School,525 WEST 44TH STREET,Manhattan,NY,10036,-73.995759,40.761541,Yes,No,Yes,No,Yes,No,No
2016-2017,2418,TRUE,02418,BALLET TECH,Public,School,890 BROADWAY,Manhattan,NY,10003,-73.989815,40.738574,No,No,Yes,No,Yes,No,No
2016-2017,2419,TRUE,02419,TALENT UNLIMITED HIGH SCHOOL,Public,School,300 EAST 68TH STREET,Manhattan,NY,10021,-73.959933,40.766016,Yes,No,Yes,No,Yes,No,No
2016-2017,2420,TRUE,02420,OFFICE OF COOPERATIVE ED,Public,Office,439 WEST 49TH STREET,Manhattan,NY,10019,-73.990541,40.763436,No,No,No,No,No,No,No
2016-2017,2431,TRUE,02431,P721M @ STUYVESANT HS,Public,School,345 CHAMBERS STREET,Manhattan,NY,10282,-74.013634,40.717627,No,No,No,No,No,No,No
2016-2017,2432,TRUE,02432,M.S. 114 EAST SIDE MS,Public,School,331 EAST 91 STREET,Manhattan,NY,10128,-73.948513,40.780777,Yes,No,Yes,No,Yes,No,No
2016-2017,2436,TRUE,02436,SCHOOL OF THE FUTURE,Public,School,127 EAST 22 STREET,Manhattan,NY,10010,-73.985439,40.739024,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2439,TRUE,02439,PS 723 AT CUNY,Other Religion,School,33 WEST 42 STREET,Manhattan,NY,10036,-73.982029,40.754059,No,No,No,No,No,No,No
2016-2017,2441,TRUE,02441,ABC-MERRICAT'S CASTLE SCH,Nonsectarian,School,316 EAST 88 STREET,Manhattan,NY,10128,-73.950231,40.778846,No,No,No,No,No,No,No
2016-2017,2442,TRUE,02442,P226M @ HLTH PROF. & HUM SERV.,Public,School,345 EAST 15 STREET ROOM 202,Manhattan,NY,10003,-73.982996,40.732519,Yes,No,Yes,No,Yes,No,No
2016-2017,2444,TRUE,02444,P226M @ JULIA RICHMAN HS,Public,School,317 EAST 67 STREET,Manhattan,NY,10021,-73.96002,40.765429,Yes,No,Yes,No,Yes,Yes,No
2016-2017,2452,TRUE,02452,PUBLIC SCHOOL REPERTORY COM.,Public,School,123 WEST 43 STREET,Manhattan,NY,10036,-73.98433,40.75591,Yes,No,Yes,No,No,No,No
2016-2017,2454,TRUE,02454,COOKE CTR.@ OUR LADY OF POMPEI,Nonsectarian,School,240 BLEEKER ST,Manhattan,NY,10014,-74.002746,40.730584,No,No,No,No,No,No,No
2016-2017,2455,TRUE,02455,N.Y.C. LAB SCHOOL AT PS 198,Public,School,1700 THIRD AVENUE,Manhattan,NY,10128,-73.949701,40.784861,No,Yes,Yes,No,Yes,No,No
2016-2017,2461,TRUE,02461,SATELLITE ACADEMY HS,Public,School,120 WEST 30TH STREET,Manhattan,NY,10001,-73.990495,40.747548,Yes,No,Yes,No,Yes,No,No
2016-2017,2462,TRUE,02462,HARVEY MILK HIGH SCHOOL,Public,School,2 ASTOR PLACE,Manhattan,NY,10003,-73.992652,40.729963,No,No,Yes,No,No,No,No
2016-2017,2465,TRUE,02465,NEW YORK CITY LAB HS,Public,School,333 WEST 17 STREET,Manhattan,NY,10011,-74.002125,40.742184,Yes,No,Yes,No,No,No,No
2016-2017,2466,TRUE,02466,THE LIGHTHOUSE CHILD DEV CTR,Nonsectarian,School,111 EAST 59 STREET,Manhattan,NY,10022,-73.969139,40.76273,No,No,No,No,No,No,No
2016-2017,2482,TRUE,02482,CLINTON FAMILY RESIDENCE  STH,Public,Office,521 WEST 49TH STREET,Manhattan,NY,10038,-73.993435,40.764655,No,No,No,No,No,No,No
2016-2017,2483,TRUE,02483,PROF. PERFORMING ARTS SCHOOL,Public,School,328 WEST 48 STREET,Manhattan,NY,10036,-73.988066,40.761382,Yes,No,Yes,No,Yes,No,No
2016-2017,2484,TRUE,02484,P401M @ NY FOUNDLING HOSPITAL,Public,School,590 AVENUE OF THE AMERICAS,Manhattan,NY,10011,-73.995443,40.739102,No,No,No,No,No,No,No
2016-2017,2488,TRUE,02488,UNITY H.S.,Public,School,111 EAST 33RD STREET  7TH FL,Manhattan,NY,10016,-73.981243,40.746266,Yes,No,Yes,No,No,No,No
2016-2017,2490,TRUE,02490,P226M @ STUYVESANT HS,Public,School,345 CHAMBERS STREET,Manhattan,NY,10028,-74.013634,40.717627,Yes,No,Yes,No,No,No,No
2016-2017,2491,TRUE,02491,COOPER UNION SCH OF ENGINEER,Public,Office,41 COOPER SQUARE,Manhattan,NY,10003,-73.99067,40.728322,No,No,No,No,No,No,No
2016-2017,2492,TRUE,02492,PS 212,Public,School,328 WEST 48 STREET,Manhattan,NY,10036,-73.988066,40.761382,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2494,TRUE,02494,PS 290 MANHATTAN NEW SCHOOL,Public,School,311 EAST 82 STREET,Manhattan,NY,10028,-73.953054,40.775146,Yes,Yes,Yes,No,Yes,No,No
2016-2017,2495,TRUE,02495,NYC MUSEUM SCHOOL,Public,School,333 WEST 17 STREET,Manhattan,NY,10011,-74.002125,40.742184,Yes,No,Yes,No,No,No,No
2016-2017,2497,TRUE,02497,RE-START,Public,School,448 WEST 56 STREET,Manhattan,NY,10019,-73.987652,40.767755,No,No,Yes,No,No,No,No
2016-2017,2503,TRUE,02503,BROOME STREET ACAD CHARTER HS,Charter,School,555 BROOME STREET,Manhattan,NY,10013,-74.005638,40.724275,Yes,No,Yes,No,Yes,No,No
2016-2017,2504,TRUE,02504,URBAN ASSEMBLY GATEWAY TECH,Public,School,439 WEST 49TH STREET,Manhattan,NY,10019,-73.990541,40.763436,Yes,No,Yes,No,No,No,No
