School_Year,Busbreakdown_ID,Run_Type,Bus_No,Route_Number,Reason,Schools_Serviced,count,first_opt,second_opt,third_opt,Occurred_On,Created_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT,Informed_On,Incident_Number,Last_Updated_On,Breakdown_or_Running_Late,School_Age_or_PreK,_opt_code,OPT_Code,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs,Busbreakdown_ID:1
2016-2017,1232296,Special Ed AM Run,8013,M497,Flat Tire,3279,4,3279,,,3/20/17 6:00,3/20/17 6:04,Brooklyn,ALLIED TRANSIT CORP.,20,0,Yes,Yes,No,3/20/17 6:04,,3/20/17 6:04,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1232296
2016-2017,1232113,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/20/17 6:45,3/20/17 7:20,Queens,JOFAZ TRANSPORTATION INC.,,0,Yes,No,No,3/20/17 7:20,,3/20/17 7:20,Breakdown,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1232113
2016-2017,1231820,Special Ed AM Run,4523,M731,Heavy Traffic,3149,4,3149,,,3/20/17 14:01,3/20/17 14:04,Manhattan,"NEW DAWN TRANSIT, LLC (B2",60,0,Yes,Yes,No,3/20/17 14:04,,3/20/17 14:14,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1231820
2016-2017,1231762,Special Ed AM Run,1428,M706,Heavy Traffic,3279,4,3279,,,3/20/17 15:00,3/20/17 15:18,Manhattan,"MONTAUK STUDENT TRANS, IN",20,0,No,No,No,3/20/17 15:18,,3/20/17 15:18,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1231762
2016-2017,1231760,Special Ed AM Run,1330,M707,Heavy Traffic,3279,4,3279,,,3/20/17 15:17,3/20/17 15:21,Queens,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,3/20/17 15:21,,3/20/17 15:22,Breakdown,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1231760
2016-2017,1231678,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/21/17 6:44,3/21/17 6:45,Bronx,G.V.C. LTD. (B2192),40,2,Yes,Yes,Yes,3/21/17 6:45,90281230,3/21/17 8:23,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1231678
2016-2017,1231426,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,3/21/17 8:08,3/21/17 8:09,Westchester,MAR-CAN TRANSPORT CO. INC,60,7,Yes,No,No,3/21/17 8:09,,3/21/17 8:09,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1231426
2016-2017,1231254,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/21/17 17:50,3/21/17 17:57,Manhattan,CONSOLIDATED BUS TRANS. I,45,0,Yes,Yes,Yes,3/21/17 17:57,,3/21/17 17:57,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1231254
2016-2017,1231205,Special Ed AM Run,1428,M706,Heavy Traffic,3279,4,3279,,,3/22/17 6:15,3/22/17 6:33,Brooklyn,PRIDE TRANSPORTATION (SCH,30,0,Yes,Yes,Yes,3/22/17 6:33,,3/22/17 6:33,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1231205
2016-2017,1230969,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/22/17 8:02,3/22/17 8:08,Bronx,"RELIANT TRANS, INC. (B232",15,7,Yes,Yes,Yes,3/22/17 8:08,,3/22/17 8:08,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1230969
2016-2017,1230736,Special Ed AM Run,1396,M741,Heavy Traffic,3076,4,3076,,,3/23/17 6:54,3/23/17 6:57,Bronx,PIONEER TRANSPORTATION CO,15,0,Yes,No,No,3/23/17 6:57,,3/23/17 6:59,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1230736
2016-2017,1230689,General Ed AM Run,24517,M1157,Heavy Traffic,3329,4,3329,,,3/23/17 7:12,3/23/17 7:13,Queens,LITTLE RICHIE BUS SERVICE,30,0,Yes,Yes,No,3/23/17 7:13,,3/23/17 7:13,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1230689
2016-2017,1230635,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/23/17 7:34,3/23/17 7:35,Bronx,"G.V.C., LTD.",30,7,Yes,Yes,No,3/23/17 7:35,,3/23/17 7:35,Running Late,Pre-K,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1230635
2016-2017,1230358,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/24/17 6:31,3/24/17 6:37,Bronx,PIONEER TRANSPORTATION CO,25,0,Yes,No,No,3/24/17 6:37,,3/24/17 6:37,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1230358
2016-2017,1230094,Special Ed AM Run,1488,M987,Heavy Traffic,5175,4,5175,,,3/24/17 15:15,3/24/17 15:26,,"NEW DAWN TRANSIT, LLC (B2",20,0,Yes,Yes,No,3/24/17 15:26,,3/24/17 15:26,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1230094
2016-2017,1229988,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/27/17 6:30,3/27/17 6:38,,"DON THOMAS BUSES, INC. (B",20,0,Yes,Yes,Yes,3/27/17 6:38,,3/27/17 6:38,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1229988
2016-2017,1229811,Special Ed AM Run,10486,M011,Other,3864,4,3864,,,3/27/17 7:16,3/27/17 7:17,Brooklyn,B & F SKILLED INC.(B2192),20,2,Yes,Yes,Yes,3/27/17 7:17,90285020,3/27/17 9:32,Running Late,School-Age,3864,3864,Future Leaders Institute,Charter,School,134 WEST 122 ST,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1229811
2016-2017,1229598,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/27/17 7:55,3/27/17 7:56,Rockland County,MAR-CAN TRANSPORT CO. INC,60,3,No,No,No,3/27/17 7:56,,3/27/17 7:56,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1229598
2016-2017,1229593,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,3/27/17 7:49,3/27/17 7:57,Bronx,"G.V.C., LTD.",15,3,Yes,Yes,No,3/27/17 7:57,,3/27/17 7:57,Running Late,Pre-K,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1229593
2016-2017,1229239,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/28/17 6:40,3/28/17 6:51,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,3/28/17 6:51,,3/28/17 6:51,Breakdown,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1229239
2016-2017,1229223,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,3/28/17 6:50,3/28/17 6:57,Brooklyn,ALLIED TRANSIT CORP.,15,0,Yes,Yes,No,3/28/17 6:57,,3/28/17 6:57,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1229223
2016-2017,1228831,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/29/17 5:55,3/29/17 6:04,Queens,SAFE COACH INC. (B2321),20,0,No,Yes,No,3/29/17 6:04,,3/29/17 6:04,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1228831
2016-2017,1228824,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,3/29/17 6:07,3/29/17 6:12,Staten Island,PIONEER TRANSPORTATION CO,20,0,Yes,No,No,3/29/17 6:12,,3/29/17 6:12,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1228824
2016-2017,1228475,Special Ed AM Run,1422,M885,Heavy Traffic,3279,4,3279,,,3/29/17 7:49,3/29/17 7:50,Manhattan,LEESEL TRANSP CORP (B2192,40,2,Yes,Yes,No,3/29/17 7:50,,3/29/17 7:50,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1228475
2016-2017,1228402,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/29/17 8:07,3/29/17 8:09,Bronx,"G.V.C., LTD.",30,4,Yes,Yes,No,3/29/17 8:09,,3/29/17 8:09,Running Late,Pre-K,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1228402
2016-2017,1228398,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,3/29/17 8:00,3/29/17 8:11,Bronx,"G.V.C., LTD.",15,0,No,Yes,No,3/29/17 8:11,,3/29/17 8:11,Running Late,Pre-K,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1228398
2016-2017,1228215,Special Ed AM Run,2512,M860,Heavy Traffic,3329,4,3329,,,3/30/17 6:12,3/30/17 6:13,Brooklyn,"RELIANT TRANS, INC. (B232",25,0,Yes,Yes,Yes,3/30/17 6:13,,3/30/17 6:13,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1228215
2016-2017,1228104,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/30/17 6:56,3/30/17 6:58,Bronx,VAN TRANS LLC (B2192),20,6,Yes,Yes,Yes,3/30/17 6:58,,3/30/17 6:58,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1228104
2016-2017,1228091,Special Ed AM Run,14101,M705,Heavy Traffic,3279,4,3279,,,3/30/17 7:02,3/30/17 7:03,Manhattan,HAPPY CHILD TRANS LLC (B2,120,0,Yes,Yes,No,3/30/17 7:03,,3/30/17 7:03,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1228091
2016-2017,1227707,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/31/17 6:29,3/31/17 6:30,Manhattan,LEESEL TRANSP CORP (B2192,20,0,Yes,Yes,No,3/31/17 6:30,,3/31/17 6:30,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1227707
2016-2017,1227702,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,3/31/17 6:30,3/31/17 6:31,Manhattan,LEESEL TRANSP CORP (B2192,20,0,Yes,Yes,No,3/31/17 6:31,,3/31/17 6:31,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1227702
2016-2017,1227676,Special Ed AM Run,8013,M497,Heavy Traffic,3279,4,3279,,,3/31/17 6:36,3/31/17 6:38,Bronx,PIONEER TRANSPORTATION CO,10,0,No,No,No,3/31/17 6:38,,3/31/17 6:38,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1227676
2016-2017,1227403,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/31/17 8:01,3/31/17 8:02,Westchester,MAR-CAN TRANSPORT CO. INC,30,0,Yes,No,No,3/31/17 8:02,,3/31/17 8:02,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1227403
2016-2017,1227391,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,3/31/17 8:00,3/31/17 8:08,Bronx,"G.V.C., LTD.",15,6,No,Yes,No,3/31/17 8:08,,3/31/17 8:08,Running Late,Pre-K,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1227391
2016-2017,1227351,General Ed AM Run,24521,M1157,Mechanical Problem,3329,4,3329,,,3/31/17 13:30,3/31/17 13:36,Queens,JOFAZ TRANSPORTATION INC.,60,0,No,No,No,3/31/17 13:36,,3/31/17 13:36,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1227351
2016-2017,1227275,Special Ed PM Run,1330,M707,Delayed by School,3279,4,3279,,,3/31/17 14:19,3/31/17 14:35,Brooklyn,"RELIANT TRANS, INC. (B232",25,0,Yes,Yes,Yes,3/31/17 14:35,,3/31/17 14:35,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1227275
2016-2017,1227065,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,4/3/17 6:57,4/3/17 6:58,Brooklyn,B & F SKILLED INC.(B2192),30,3,Yes,Yes,No,4/3/17 6:58,,4/3/17 8:32,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1227065
2016-2017,1227061,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,4/3/17 6:50,4/3/17 6:59,Brooklyn,MJT BUS,30,0,Yes,Yes,Yes,4/3/17 6:59,,4/3/17 18:16,Running Late,Pre-K,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1227061
2016-2017,1226661,Special Ed AM Run,8013,M497,Heavy Traffic,3279,4,3279,,,4/4/17 6:24,4/4/17 6:24,Manhattan,LEESEL TRANSP CORP (B2192,20,0,Yes,Yes,No,4/4/17 6:24,,4/4/17 6:24,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1226661
2016-2017,1226651,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,4/4/17 6:24,4/4/17 6:27,,LORINDA ENT. LTD.,20,0,Yes,Yes,No,4/4/17 6:27,,4/4/17 6:27,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1226651
2016-2017,1226643,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,5/2/17 6:04,5/2/17 6:04,Brooklyn,QUALITY TRANSPORTATION CO,40,0,No,No,No,5/2/17 6:04,,5/2/17 6:04,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1226643
2016-2017,1226335,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,4/4/17 7:44,4/4/17 7:45,Manhattan,LEESEL TRANSP CORP (B2192,30,1,No,Yes,No,4/4/17 7:45,,4/4/17 7:45,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1226335
2016-2017,1226328,Special Ed PM Run,1405,M705,Heavy Traffic,3279,4,3279,,,4/4/17 7:30,4/4/17 7:45,Bronx,"G.V.C., LTD.",,5,Yes,Yes,No,4/4/17 7:45,,4/4/17 7:45,Breakdown,Pre-K,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1226328
2016-2017,1226181,Special Ed AM Run,42129,M129,Mechanical Problem,3208,4,3208,,,4/4/17 8:21,4/4/17 8:22,Manhattan,FIRST STEPS TRANSP INC. (,40,4,No,No,No,4/4/17 8:22,,4/4/17 8:22,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1226181
2016-2017,1225841,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,4/5/17 7:12,4/5/17 7:19,Westchester,THOMAS BUSES INC (B2192),90,0,Yes,Yes,No,4/5/17 7:19,,4/5/17 7:19,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1225841
2016-2017,1225821,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,4/5/17 7:16,4/5/17 7:26,Bronx,PIONEER TRANSPORTATION CO,45,4,Yes,No,No,4/5/17 7:26,,4/5/17 7:26,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1225821
2016-2017,1225593,Special Ed AM Run,19212,M014,Heavy Traffic,3208,4,3208,,,4/5/17 21:28,4/5/17 9:56,Queens,PRIDE TRANSPORTATION (SCH,,0,Yes,Yes,Yes,4/5/17 9:56,,4/5/17 9:56,Breakdown,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1225593
2016-2017,1225512,Special Ed AM Run,1422,M885,Heavy Traffic,3279,4,3279,,,4/5/17 14:15,4/5/17 14:39,Bronx,BOBBY`S BUS CO. INC.,20,0,Yes,Yes,No,4/5/17 14:39,,4/5/17 14:39,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1225512
2016-2017,1225461,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,4/6/17 6:07,4/6/17 6:08,Manhattan,LEESEL TRANSP CORP (B2192,20,0,Yes,Yes,No,4/6/17 6:08,,4/6/17 6:08,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1225461
2016-2017,1225036,Special Ed AM Run,1436,M762,Heavy Traffic,3420,4,3420,,,4/6/17 13:45,4/6/17 13:47,Manhattan,LEESEL TRANSP CORP (B2192,20,0,No,No,No,4/6/17 13:47,,4/6/17 13:47,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1225036
2016-2017,1225032,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,4/6/17 13:49,4/6/17 13:51,Queens,JOFAZ TRANSPORTATION INC.,45,36,Yes,No,No,4/6/17 13:51,,4/6/17 13:51,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1225032
2016-2017,1224846,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,4/7/17 6:29,4/7/17 6:30,Manhattan,LEESEL TRANSP CORP (B2192,20,0,Yes,Yes,No,4/7/17 6:30,,4/7/17 6:30,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1224846
2016-2017,1224754,Special Ed AM Run,1428,M706,Heavy Traffic,3279,4,3279,,,4/7/17 7:06,4/7/17 7:09,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30,8,Yes,Yes,No,4/7/17 7:09,,4/7/17 7:09,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1224754
2016-2017,1224693,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,4/7/17 7:33,4/7/17 7:43,Brooklyn,"BORO TRANSIT, INC.",20,0,Yes,Yes,Yes,4/7/17 7:43,,4/7/17 7:43,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1224693
2016-2017,1224667,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,4/7/17 7:53,4/7/17 7:55,Brooklyn,FIRST STEPS,20,2,Yes,Yes,Yes,4/7/17 7:55,,4/7/17 7:55,Running Late,Pre-K,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1224667
2016-2017,1224338,Special Ed AM Run,8013,M497,Heavy Traffic,3279,4,3279,,,4/19/17 6:28,4/19/17 6:40,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,4/19/17 6:40,,4/19/17 6:40,Breakdown,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1224338
2016-2017,1224251,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,4/19/17 7:00,4/19/17 7:03,Brooklyn,B & F SKILLED INC.(B2192),30,1,Yes,Yes,Yes,4/19/17 7:03,90295842,4/19/17 10:32,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1224251
2016-2017,1224239,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,4/19/17 7:03,4/19/17 7:05,Queens,LORISSA BUS SERVICE INC.,35,0,Yes,No,No,4/19/17 7:05,,4/19/17 7:05,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1224239
2016-2017,1223763,Special Ed AM Run,2523,M731,Heavy Traffic,3149,4,3149,,,4/20/17 6:41,4/20/17 6:43,Queens,LOGAN BUS COMPANY INC.,,0,Yes,Yes,No,4/20/17 6:43,,4/20/17 8:46,Breakdown,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1223763
2016-2017,1223750,Special Ed AM Run,1445,M862,Heavy Traffic,3076,4,3076,,,4/20/17 6:33,4/20/17 6:47,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,4/20/17 6:47,,4/20/17 6:47,Breakdown,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1223750
2016-2017,1223725,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,4/20/17 6:54,4/20/17 6:58,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,4/20/17 6:58,,4/20/17 8:47,Breakdown,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1223725
2016-2017,1223719,Special Ed AM Run,4320,M267,Heavy Traffic,3208,4,3208,,,4/20/17 7:00,4/20/17 7:00,Queens,QUALITY TRANSPORTATION CO,,0,No,No,No,4/20/17 7:00,,4/20/17 7:00,Breakdown,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1223719
2016-2017,1223555,Special Ed AM Run,1303,M750,Heavy Traffic,5046,4,5046,,,4/20/17 6:30,4/20/17 7:54,Manhattan,TWENTY FIRST AV TRANSP (B,90,0,Yes,Yes,No,4/20/17 7:54,,4/20/17 9:46,Running Late,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1223555
2016-2017,1223549,General Ed AM Run,25601,M1221,Heavy Traffic,3864,4,3864,,,4/20/17 7:50,4/20/17 7:55,Manhattan,HOYT TRANSPORTATION CORP.,20,3,Yes,Yes,No,4/20/17 7:55,,4/20/17 7:55,Running Late,School-Age,3864,3864,Future Leaders Institute,Charter,School,134 WEST 122 ST,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1223549
